092921d - DNP_center2 @ 1031 RW.tiff	092921d
2019.03.21%2801_OD_R_1_0_0000062%2801_OD_R_1_0_0000062_Structure_0001.tiff	2801
C100720 - KO #113090_center 2 @ 947 -RW RW.tiff	C100720
2019.05.29%9465_OD_R_1_0_0000139%9465_OD_R_1_0_0000139_Structure_0003.tiff	9465
2019.03.04%Rightearcut_OD_R_1_0_0000007_RegAvg%003.tiff	Rightearcut
040721b-WT-female_center 1@1010 RW.tiff	040721b
082021d_center 2 @1106 RW.tiff	082021d
2019.10.17%2934_OD_R_1_0_0000007_RegAvg%004.tiff	2934
081021c - Saline_center2 @1015 RW.tiff	081021c
2019.03.01%2742_OS_R_1_0_0000202_RegAvg%002.tiff	2742
100520b_Center OS #2 BAB RK.tiff	100520b
032421e-DNP_center 1@1134 CO.tiff	032421e
082721a f dnp_Center2@948 RW use for HB.tiff	082721a
2019.04.04%2734_OS_R_1_0_0000128_RegAvg%002.tiff	2734
081121a - SIL_center2 @ 939 RW.tiff	081121a
2019.03.04%2704_OD_R_1_0_0000007_RegAvg%004.tiff	2704
A091020_Center#2 @ 0903 am -RW RK.tiff	A091020
Light_2939_OS_R_1_0_0000022_RegAvg BAB RW.tiff	2939
060121d_center @1100 RW bab.tiff	060121d
2127 dark_2127_OD_V_2x0_90_0000047 RK.tiff	2127
2019.03.25%2802_OS_R_1_0_0000177_RegAvg%001.tiff	2802
2019.03.21%2800_OD_R_1_0_0000062%003.tiff	2800
2019.10.23%510_OD_R_1_0_0000097_RegAvg%002.tiff	510
2019.03.21%2803_OS_R_1_0_0000082%2803_OS_R_1_0_0000082_Structure_0004.tiff	2803
052821d_Center 1@1047 RK.tiff	052821d
2019.03.08%bothcut_OD_R_1_0_0000115_RegAvg%004.tiff	bothcut
2019.02.22%2739_OS_R_1_0_0000063_RegAvg%003.tiff	2739
100921c male_Center1@1139 bab.tiff	100921c
2019.05.21%9463_OS_R_1_0_0000064%9463_OS_R_1_0_0000064_Structure_0002.tiff	9463
2019.05.31%9450_OS_R_1_0_0000208%9450_OS_R_1_0_0000208_Structure_0003.tiff	9450
2019.06.01%9463_OS_R_1_0_0000238%9463_OS_R_1_0_0000238_Structure_0001.tiff	9463
090921c Dark_Center2@1010 RK.tiff	090921c
2019.02.26%2742_OS_R_1_0_0000130_RegAvg%003.tiff	2742
2019.03.14%wt1_OS_R_1_0_0000022_RegAvg%004.tiff	wt1
070721d baseline_Center 2 @ 1124 RW.tiff	070721d
2019.03.01%2739_OD_R_1_0_0000192_RegAvg%001.tiff	2739
090221c_Center2@1017 RK.tiff	090221c
2019.08.19%2942_OD_R_1_0_0000097_RegAvg%002.tiff	2942
081321d sildenafil_Center1@1100 RW.tiff	081321d
2019.02.21%2739_OD_R_1_0_0000007_RegAvg%001.tiff	2739
2019.04.06%wt2_OS_R_1_0_0000094%wt2_OS_R_1_0_0000094_Structure_0004.tiff	wt2
2019.02.21%2737_OD_R_1_0_0000007_RegAvg%002.tiff	2737
2019.05.22%9451_OS_R_1_0_0000111%9451_OS_R_1_0_0000111_Structure_0004.tiff	9451
060221a -TGN-020_center1 @929 RW.tiff	060221a
061621c_center 2@1026 RW.tiff	061621c
042121d_center 2@1043 RK.tiff	042121d
102721d RW_Center1 @941.tiff	102721d
082021c_center 2 @1033 RW.tiff	082021c
2019.02.26%2737_OS_R_1_0_0000130_RegAvg%003.tiff	2737
2019.02.22%2741_OS_R_1_0_0000058_RegAvg%001.tiff	2741
032921c 16mpk_Center2@1002 CG.tiff	032921c
2019.04.05%2734_OS_R_1_0_0000158_RegAvg%001.tiff	2734
2019.08.14%2940_OS_R_1_0_0000022_RegAvg%004.tiff	2940
2019.04.07%wt1_OS_R_1_0_0000124%002.tiff	wt1
2019.03.07%bothcut_OD_R_1_0_0000079_RegAvg%003.tiff	bothcut
082021c_center 1 @1032 RW.tiff	082021c
051821a TGN_Center2 @828 RW.tiff	051821a
102221c RW_center 2 @927.tiff	102221c
2019.03.07%2731_OD_R_1_0_0000079_RegAvg%002.tiff	2731
2019.03.18%wt3_OD_R_1_0_0000043_RegAvg%001.tiff	wt3
2019.08.16%2940_OS_R_1_0_0000082_RegAvg%002.tiff	2940
2019.05.31%2784_OD_R_1_0_0000067%2784_OD_R_1_0_0000067_Structure_0003.tiff	2784
2019.02.21%2742_OD_R_1_0_0000007_RegAvg%002.tiff	2742
2019.05.29%2788_OD_R_1_0_0000007%2788_OD_R_1_0_0000007_Structure_0004.tiff	2788
062921b_center3 @ 1143 RW.tiff	062921b
2019.03.05%Rightearcut_OS_R_1_0_0000058_RegAvg%004.tiff	Rightearcut
2019.03.04%bothcut_OS_R_1_0_0000022_RegAvg%004.tiff	bothcut
061821d_Center1 @1058 RK.tiff	061821d
2019.10.23%2932_OD_R_1_0_0000097_RegAvg%002.tiff	2932
2019.10.17%509_OS_R_1_0_0000022_RegAvg%002.tiff	509
2019.06.01%2785_OD_R_1_0_0000097%2785_OD_R_1_0_0000097_Structure_0003.tiff	2785
2019.04.06%wt3_OS_R_1_0_0000094%wt3_OS_R_1_0_0000094_Structure_0004.tiff	wt3
112820b_Center OS #2 BAB RK.tiff	112820b
2019.03.21%2804_OD_R_1_0_0000062%2804_OD_R_1_0_0000062_Structure_0003.tiff	2804
2019.05.21%9451_OS_R_1_0_0000069%9451_OS_R_1_0_0000069_Structure_0004.tiff	9451
092520b_Center OS Attempt 2 BAB RK.tiff	092520b
2019.10.17%510_OD_R_1_0_0000007_RegAvg%004.tiff	510
2019.03.01%2737_OS_R_1_0_0000202_RegAvg%002.tiff	2737
2019.05.20%9465_OS_R_1_0_0000022%002.tiff	9465
2019.03.14%wt5_OS_R_1_0_0000022_RegAvg%004.tiff	wt5
2019.05.30%2784_OD_R_1_0_0000037%2784_OD_R_1_0_0000037_Structure_0003.tiff	2784
011221b_center2 @908 BAB RK.tiff	011221b
2019.05.20%9450_OD_R_1_0_0000007%002.tiff	9450
2019.05.21%9452_OS_R_1_0_0000064%9452_OS_R_1_0_0000064_Structure_0003.tiff	9452
2019.05.21%9451_OD_R_1_0_0000049%9451_OD_R_1_0_0000049_Structure_0004.tiff	9451
2019.04.07%wt5_OD_R_1_0_0000109%001.tiff	wt5
PBS-Light_2942_OS_R_1_0_0000112_RegAvg.tiff	2942
062521a_Center2 @932.tiff	062521a
2019.10.23%2933_OS_R_1_0_0000112_RegAvg%004.tiff	2933
2019.03.08%black_OS_R_1_0_0000130_RegAvg%003.tiff	black
061521c_center 1@1012 RW.tiff	061521c
2019.04.06%wt3_OD_R_1_0_0000079%wt3_OD_R_1_0_0000079_Structure_0002.tiff	wt3
2019.03.04%black_OS_R_1_0_0000022_RegAvg%001.tiff	black
2019.08.19%2939NOYAG_OD_R_1_0_0000097_RegAvg%004.tiff	2939NOYAG
2019.03.01%2739_OS_R_1_0_0000207_RegAvg%002.tiff	2739
2019.10.22%508_OS_R_1_0_0000082_RegAvg%002.tiff	508
2019.05.30%9452_OS_R_1_0_0000178%9452_OS_R_1_0_0000178_Structure_0001.tiff	9452
2019.03.18%wt5_OD_R_1_0_0000043_RegAvg%003.tiff	wt5
2019.05.30%9450_OD_R_1_0_0000163%9450_OD_R_1_0_0000163_Structure_0004.tiff	9450
062521a_Center1 @930 RK.tiff	062521a
D090920_Center#3 @ 1109 am CG RK.tiff	D090920
092121a - DNP RW_center1 @909.tiff	092121a
062421b_Center1 @958 RK.tiff	062421b
033021b baseline DNP_Center 1@925 RK.tiff	033021b
2019.03.05%black_OS_R_1_0_0000058_RegAvg%002.tiff	black
092421d DMSO RK_Center1@1058.tiff	092421d
2019.03.07%Rightearcut_OD_R_1_0_0000079_RegAvg%003.tiff	Rightearcut
072121d - GNAT_center 2@1010 RW bab.tiff	072121d
2019.02.25%2740_OD_R_1_0_0000079_RegAvg%004.tiff	2740
2019.02.26%2739_OS_R_1_0_0000135_RegAvg%003.tiff	2739
100520b_Center OS #1 -RW RK.tiff	100520b
052121c baseline_Center 1@1002 RK.tiff	052121c
2019.02.26%2740_OS_R_1_0_0000130_RegAvg%001.tiff	2740
2019.03.26%2800_OS_R_1_0_0000212_RegAvg%002.tiff	2800
2129 light_2129_OS_L_2_90_0000023 BAB.tiff	2129
071221d_Center1 @1126 RK.tiff	071221d
061521b_center 3@ 948 RW.tiff	061521b
2019.03.04%2731_OS_R_1_0_0000022_RegAvg%002.tiff	2731
2019.08.14%2939_OD_R_1_0_0000007_RegAvg%001.tiff	2939
2019.06.01%2784_OS_R_1_0_0000112%2784_OS_R_1_0_0000112_Structure_0001.tiff	2784
070721c baseline_Center 1 @ 1103 RW.tiff	070721c
2019.03.14%wt3_OD_R_1_0_0000007_RegAvg%002.tiff	wt3
2019.03.05%2731_OS_R_1_0_0000058_RegAvg%002.tiff	2731
2019.08.16%2943_OD_R_1_0_0000067_RegAvg%002.tiff	2943
2019.10.22%2933_OS_R_1_0_0000082_RegAvg%001.tiff	2933
2019.02.28%2740_OS_R_1_0_0000166_RegAvg%004.tiff	2740
081821c -Female_center 2 @ 1030 RW -pls try.tiff	081821c
021721c-5xFAD-male_center 2@1002 RK RK.tiff	021721c
100521e - DNP_center 1@1055 RK.tiff	100521e
101921c_Center2@1003 RK.tiff	101921c
042421a DNP_Center 1 @827 RK bab.tiff	042421a
092921d - DNP_center1 @ 1028 RW.tiff	092921d
092421b DMSO RK_Center2@1019.tiff	092421b
081121a - SIL_center1 @ 931 RW.tiff	081121a
051221c - saline_center 1@916 RK bab.tiff	051221c
C090920_Center#1 @ 1019 am-CO RK.tiff	C090920
2019.05.22%9451_OD_R_1_0_0000096%9451_OD_R_1_0_0000096_Structure_0004.tiff	9451
2019.03.21%2803_OD_R_1_0_0000054%2803_OD_R_1_0_0000054_Structure_0001.tiff	2803
2019.06.01%2783_OD_R_1_0_0000097%2783_OD_R_1_0_0000097_Structure_0003.tiff	2783
2019.05.22%9450_OD_R_1_0_0000091%9450_OD_R_1_0_0000091_Structure_0002.tiff	9450
2019.03.18%wt5_OS_R_1_0_0000058_RegAvg%002.tiff	wt5
021021a -5xFAD male_center1 @839 RK RK.tiff	021021a
121620b-WT_center 2@914 RK RW.tiff	121620b
081021d - SIL_center1 @ 1034 RW.tiff	081021d
060221b -SALINE_center1 @1006 -having difficulty analyzing.tiff	060221b
072721a_Center1@819 RK.tiff	072721a
2019.08.14%2943_OS_R_1_0_0000022_RegAvg%003.tiff	2943
2019.10.23%509_OS_R_1_0_0000112_RegAvg%003.tiff	509
2019.05.29%9450_OD_R_1_0_0000133%9450_OD_R_1_0_0000133_Structure_0003.tiff	9450
2019.06.01%9452_OD_R_1_0_0000223%9452_OD_R_1_0_0000223_Structure_0001.tiff	9452
2019.08.19%2942_OS_R_1_0_0000112_RegAvg%001.tiff	2942
2019.06.01%9450_OS_R_1_0_0000238%9450_OS_R_1_0_0000238_Structure_0004.tiff	9450
2019.05.20%9451_OD_R_1_0_0000007%001.tiff	9451
2019.04.07%wt4_OD_R_1_0_0000109%002.tiff	wt4
091821a DNP MM_Center2@901 MM.tiff	091821a
080421b_center2 @ 1008 RW.tiff	080421b
020221b_center3 @926 RK RK.tiff	020221b
2019.03.05%black_OD_R_1_0_0000043_RegAvg%003.tiff	black
2019.05.22%9450_OS_R_1_0_0000106%9450_OS_R_1_0_0000106_Structure_0002.tiff	9450
2019.03.05%2731_OD_R_1_0_0000043_RegAvg%003.tiff	2731
2019.03.26%2803_OS_R_1_0_0000195_RegAvg%001.tiff	2803
2019.04.07%wt3_OD_R_1_0_0000109%003.tiff	wt3
2019.10.23%510_OS_R_1_0_0000112_RegAvg%001.tiff	510
062921b_center2 @ 1142 RW.tiff	062921b
2019.02.21%2741_OS_R_1_0_0000022_RegAvg%001.tiff	2741
2019.03.21%2801_OS_R_1_0_0000090%2801_OS_R_1_0_0000090_Structure_0004.tiff	2801
061821b_Center2 @1002 ATTEMPT 1.tiff	061821b
2019.02.25%2739_OS_R_1_0_0000099_RegAvg%001.tiff	2739
2019.10.17%2933_OD_R_1_0_0000007_RegAvg%003.tiff	2933
060121c_center @1034 RW bab.tiff	060121c
2019.02.22%2738_OD_R_1_0_0000043_RegAvg%001.tiff	2738
092420a_Center #2 -RW RK.tiff	092420a
2019.03.25%2800_OS_R_1_0_0000176_RegAvg%004.tiff	2800
100421c_Center2@943 RK.tiff	100421c
081721b -Female_center 2 @ 1040 bab RW.tiff	081721b
2019.03.01%2738_OD_R_1_0_0000217_RegAvg%002.tiff	2738
2019.02.21%2738_OD_R_1_0_0000007_RegAvg%004.tiff	2738
042721a - WT - male light_center2 @1032 RK.tiff	042721a
082021b_center 2 @959 RW.tiff	082021b
052721a_Center3 @ 922 RK bab.tiff	052721a
072721e_Center1@949 RW.tiff	072721e
071321d -FCCP_Center1@1125 RW.tiff	071321d
061521a_center 1@ 929 RW.tiff	061521a
051821e TGN_Center1 @1035 RW.tiff	051821e
100921a male_Center1@1040 RK.tiff	100921a
052721b_Center2 @952 RK bab.tiff	052721b
070721a baseline_Center 2 @ 1021 RW.tiff	070721a
051121c_center 1@946 RK.tiff	051121c
2019.02.26%2741_OD_R_1_0_0000120_RegAvg%001.tiff	2741
052721c_Center 1@ 1014 RK bab.tiff	052721c
051921c (TGN)_Center 2@934 RK.tiff	051921c
090221d_Center5@1055 RK.tiff	090221d
091421b vehicle RW_center1@1002.tiff	091421b
091821b Saline MM_Center2@923 MM.tiff	091821b
2019.03.08%Rightearcut_OS_R_1_0_0000130_RegAvg%001.tiff	Rightearcut
2019.08.15%2941_OS_R_1_0_0000052_RegAvg%002.tiff	2941
2019.05.30%2784_OS_R_1_0_0000052%2784_OS_R_1_0_0000052_Structure_0003.tiff	2784
102621c RW_center2 @1015.tiff	102621c
2019.05.29%2785_OD_R_1_0_0000007%2785_OD_R_1_0_0000007_Structure_0002.tiff	2785
102121e_center 2 @1133 RK.tiff	102121e
2019.03.08%2704_OS_R_1_0_0000130_RegAvg%001.tiff	2704
042021d_center1 @1042 RK bab.tiff	042021d
092421c FCCP RK_Center2@1041.tiff	092421c
101321d - female_center2 @1048 bab.tiff	101321d
2019.05.29%9451_OS_R_1_0_0000153%9451_OS_R_1_0_0000153_Structure_0001.tiff	9451
102221d RW_center 1 @1008.tiff	102221d
051821d saline_Center1 @1007 RW -odd axisbab.tiff	051821d
2019.05.30%2789_OD_R_1_0_0000037%2789_OD_R_1_0_0000037_Structure_0004.tiff	2789
2019.03.08%2704_OD_R_1_0_0000115_RegAvg%004.tiff	2704
042121b_center 1@0909 RK.tiff	042121b
2019.02.22%2739_OD_R_1_0_0000048_RegAvg%001.tiff	2739
2019.06.01%2788_OD_R_1_0_0000097%2788_OD_R_1_0_0000097_Structure_0004.tiff	2788
091421c MP201 RW_center2@1026.tiff	091421c
2019.03.08%Rightearcut_OD_R_1_0_0000115_RegAvg%004.tiff	Rightearcut
082721e f saline_Center2@1140 RK use for HB.tiff	082721e
081921c_center 3 @1039 bab.tiff	081921c
2019.05.31%2783_OS_R_1_0_0000082%2783_OS_R_1_0_0000082_Structure_0001.tiff	2783
2019.08.15%2941_OS_R_1_0_0000052_RegAvg%003.tiff	2941
2019.05.30%2784_OS_R_1_0_0000052%2784_OS_R_1_0_0000052_Structure_0002.tiff	2784
B100720 - KO #113089_center 1 @ 907 -RW RW.tiff	B100720
2019.05.29%2785_OD_R_1_0_0000007%2785_OD_R_1_0_0000007_Structure_0003.tiff	2785
101421c_center1 @943 RK.tiff	101421c
2019.03.05%Rightearcut_OD_R_1_0_0000043_RegAvg%004.tiff	Rightearcut
2019.03.18%wt3_OS_R_1_0_0000058_RegAvg%001.tiff	wt3
2019.05.31%2789_OD_R_1_0_0000067%2789_OD_R_1_0_0000067_Structure_0004.tiff	2789
2019.08.16%2940_OD_R_1_0_0000067_RegAvg%004.tiff	2940
102921c - motion_center2 @1011.tiff	102921c
2019.05.30%9465_OS_R_1_0_0000184%9465_OS_R_1_0_0000184_Structure_0001.tiff	9465
102621d RW_center2 @1037.tiff	102621d
PBS-Light_2941_OS_R_1_0_0000112_RegAvg.tiff	2941
073021e Sildenafil_Center1@957 RW.tiff	073021e
071321c -DMSO_Center1@1103 RW.tiff	071321c
072121e - GNAT_center 1@1028 RW.tiff	072121e
2019.05.30%9452_OD_R_1_0_0000163%9452_OD_R_1_0_0000163_Structure_0001.tiff	9452
051121a_center 2@832 RK.tiff	051121a
2019.02.21%2738_OS_R_1_0_0000022_RegAvg%001.tiff	2738
2019.04.05%2734_OD_R_1_0_0000143_RegAvg%001.tiff	2734
101921b_Center2@944 RK.tiff	101921b
2019.05.30%9450_OS_R_1_0_0000178%9450_OS_R_1_0_0000178_Structure_0004.tiff	9450
2019.10.18%2933_OD_R_1_0_0000037_RegAvg%004.tiff	2933
033021b DNP_Center 1@916 CG.tiff	033021b
2019.10.23%508_OD_R_1_0_0000097_RegAvg%004.tiff	508
2019.03.01%2738_OD_R_1_0_0000217_RegAvg%003.tiff	2738
2019.02.22%2741_OD_R_1_0_0000043_RegAvg%001.tiff	2741
090221d_Center2@1046 MM.tiff	090221d
112420 - WT - #9_center 3 @ 1048 -RW bad HB RK.tiff	112420
102121b_center 2 @1001 RW.tiff	102121b
2019.05.22%9450_OS_R_1_0_0000106%9450_OS_R_1_0_0000106_Structure_0003.tiff	9450
2019.03.05%2731_OD_R_1_0_0000043_RegAvg%002.tiff	2731
2019.05.29%9451_OD_R_1_0_0000138%9451_OD_R_1_0_0000138_Structure_0001.tiff	9451
2019.05.31%9451_OS_R_1_0_0000213%9451_OS_R_1_0_0000213_Structure_0001.tiff	9451
2019.04.07%wt3_OD_R_1_0_0000109%002.tiff	wt3
2019.08.16%2943_OS_R_1_0_0000082_RegAvg%004.tiff	2943
2019.02.21%2741_OD_R_1_0_0000007_RegAvg%004.tiff	2741
100520a_CCenter OS #2 BAB RK.tiff	100520a
2019.10.17%2933_OD_R_1_0_0000007_RegAvg%002.tiff	2933
2019.05.20%9463_OS_R_1_0_0000022%001.tiff	9463
2019.03.01%2741_OD_R_1_0_0000192_RegAvg%004.tiff	2741
2019.08.14%2943_OS_R_1_0_0000022_RegAvg%002.tiff	2943
2019.05.29%9450_OD_R_1_0_0000133%9450_OD_R_1_0_0000133_Structure_0002.tiff	9450
2019.10.23%509_OS_R_1_0_0000112_RegAvg%002.tiff	509
060221c -TGN-020_center2 @1031 RW.tiff	060221c
2019.03.20%2800_OS_R_1_0_0000034%004.tiff	2800
2019.04.07%wt4_OD_R_1_0_0000109%003.tiff	wt4
091421d vehicle RW_center2@1047.tiff	091421d
062421d_Center2 @1109 RK.tiff	062421d
081921e_center 1 @1125 bab.tiff	081921e
062321e - GNAT_center1 @ 1109 RW.tiff	062321e
2019.03.05%black_OD_R_1_0_0000043_RegAvg%002.tiff	black
B100120-KO-112470_Center 1 @ 859 AM BAB RW.tiff	B100120
2019.05.22%9450_OD_R_1_0_0000091%9450_OD_R_1_0_0000091_Structure_0003.tiff	9450
2019.06.01%2783_OD_R_1_0_0000097%2783_OD_R_1_0_0000097_Structure_0002.tiff	2783
2019.03.18%wt5_OS_R_1_0_0000058_RegAvg%003.tiff	wt5
081121e - SIL_center1 @ 1101 RW.tiff	081121e
090121e DNP_Center1@956.tiff	090121e
2019.10.22%508_OD_R_1_0_0000067_RegAvg%004.tiff	508
112420 - WT - #9_center 1 @ 1036 BAB RK.tiff	112420
032821c baseline_Center2@1013 RK.tiff	032821c
2019.02.25%2742_OS_R_1_0_0000094_RegAvg%001.tiff	2742
091421d vehicle RW_center1@1045.tiff	091421d
2019.10.18%2933_OS_R_1_0_0000052_RegAvg%001.tiff	2933
2019.02.22%2738_OS_R_1_0_0000058_RegAvg%001.tiff	2738
2019.03.26%2800_OS_R_1_0_0000212_RegAvg%003.tiff	2800
2019.08.14%2939_OS_R_1_0_0000022_RegAvg%004.tiff	2939
2019.03.04%2731_OS_R_1_0_0000022_RegAvg%003.tiff	2731
2019.02.26%2740_OD_R_1_0_0000115_RegAvg%004.tiff	2740
2019.03.14%wt3_OD_R_1_0_0000007_RegAvg%003.tiff	wt3
082721c f saline_Center2@1039 RK use for HB.tiff	082721c
082021a_center 1 @931 RW.tiff	082021a
2019.08.16%2943_OD_R_1_0_0000067_RegAvg%003.tiff	2943
100921a male_Center2@1042 bab.tiff	100921a
2019.03.05%2731_OS_R_1_0_0000058_RegAvg%003.tiff	2731
042321a_Center 2 @829.tiff	042321a
091421a MP201 RW_center2@949.tiff	091421a
2019.03.05%black_OS_R_1_0_0000058_RegAvg%003.tiff	black
081121c - SIL_center1 @ 1019 RW.tiff	081121c
2019.10.18%508_OS_R_1_0_0000052_RegAvg%001.tiff	508
121720b-WT-115538_center 1@907 BAB RW.tiff	121720b
052121a baseline_Center 3@ 904 RK.tiff	052121a
2019.05.31%9463_OD_R_1_0_0000193%9463_OD_R_1_0_0000193_Structure_0001.tiff	9463
2019.03.07%Rightearcut_OD_R_1_0_0000079_RegAvg%002.tiff	Rightearcut
2019.02.26%2739_OS_R_1_0_0000135_RegAvg%002.tiff	2739
100621d_center1 @1005 RK.tiff	100621d
2019.08.19%2940_OD_R_1_0_0000097_RegAvg%001.tiff	2940
2019.10.23%2934_OD_R_1_0_0000097_RegAvg%001.tiff	2934
2019.05.29%2784_OS_R_1_0_0000022%2784_OS_R_1_0_0000022_Structure_0001.tiff	2784
112720b_Center OS #2 BAB RK.tiff	112720b
110220d_Center OS #1 -RW RK.tiff	110220d
011321d_center2 @1037 BAB RK.tiff	011321d
090121b Saline_Center2@859.tiff	090121b
090921d Light_Center2@1110 RK.tiff	090921d
2019.05.29%2783_OD_R_1_0_0000007%2783_OD_R_1_0_0000007_Structure_0003.tiff	2783
2019.03.20%2801_OD_R_1_0_0000006%004.tiff	2801
2019.05.31%2785_OS_R_1_0_0000082%2785_OS_R_1_0_0000082_Structure_0001.tiff	2785
090921b Light_Center1@952 RK.tiff	090921b
2019.03.01%2739_OS_R_1_0_0000207_RegAvg%003.tiff	2739
2019.10.22%508_OS_R_1_0_0000082_RegAvg%003.tiff	508
2019.03.18%wt5_OD_R_1_0_0000043_RegAvg%002.tiff	wt5
052121a baseline_Center 2@ 900 RK bab.tiff	052121a
2019.03.26%2801_OS_R_1_0_0000221_RegAvg%001.tiff	2801
073021c Saline_Center2@922 RW.tiff	073021c
2019.03.04%black_OD_R_1_0_0000007_RegAvg%004.tiff	black
032521a baseline_Center2@832 CG CO.tiff	032521a
2019.02.28%2738_OD_R_1_0_0000151_RegAvg%001.tiff	2738
072921c_Center1@913 RK.tiff	072921c
2019.08.15%2942_OS_R_1_0_0000052_RegAvg%004.tiff	2942
062221d - B6J control_center 1 @ 1040 RW.tiff	062221d
071321a -DMSO_Center 1@1027 RW.tiff	071321a
PBS-Dark_2941_OS_R_1_0_0000082_RegAvg CG.tiff	2941
102221d RW_center 2 @1010.tiff	102221d
110220a_Center OS #1 BAB RK.tiff	110220a
2019.04.06%wt3_OD_R_1_0_0000079%wt3_OD_R_1_0_0000079_Structure_0003.tiff	wt3
2019.03.08%black_OS_R_1_0_0000130_RegAvg%002.tiff	black
2019.03.01%2740_OS_R_1_0_0000202_RegAvg%001.tiff	2740
2019.05.31%9465_OD_R_1_0_0000199%9465_OD_R_1_0_0000199_Structure_0004.tiff	9465
E093020-WT-113104_Center 2 @ 1111 AM RK RW.tiff	E093020
2019.03.01%2737_OS_R_1_0_0000202_RegAvg%003.tiff	2737
2019.05.20%9465_OS_R_1_0_0000022%003.tiff	9465
2019.02.28%2741_OD_R_1_0_0000156_RegAvg%001.tiff	2741
2019.05.30%2784_OD_R_1_0_0000037%2784_OD_R_1_0_0000037_Structure_0002.tiff	2784
2019.10.17%510_OS_R_1_0_0000022_RegAvg%001.tiff	510
033021a Saline_Center 1@828 CG bab.tiff	033021a
2019.05.20%9450_OD_R_1_0_0000007%003.tiff	9450
2019.05.21%9452_OS_R_1_0_0000064%9452_OS_R_1_0_0000064_Structure_0002.tiff	9452
092421c FCCP RK_Center1@1039.tiff	092421c
2019.06.01%9452_OS_R_1_0_0000238%9452_OS_R_1_0_0000238_Structure_0001.tiff	9452
2019.06.01%9450_OD_R_1_0_0000223%9450_OD_R_1_0_0000223_Structure_0004.tiff	9450
2019.04.07%wt2_OD_R_1_0_0000109%001.tiff	wt2
032621c vehicle_Center 1 @10 RK bab.tiff	032621c
082721e f saline_Center1@1135 RK use for HB.tiff	082721e
061521e_center 2@1116 RW.tiff	061521e
2019.05.30%2789_OS_R_1_0_0000052%2789_OS_R_1_0_0000052_Structure_0004.tiff	2789
2019.10.18%508_OD_R_1_0_0000037_RegAvg%004.tiff	508
2019.10.23%2932_OD_R_1_0_0000097_RegAvg%003.tiff	2932
2019.03.25%2801_OS_R_1_0_0000185_RegAvg%004.tiff	2801
2019.10.17%509_OS_R_1_0_0000022_RegAvg%003.tiff	509
060721d_center 1@1055 RK.tiff	060721d
2019.06.01%2785_OD_R_1_0_0000097%2785_OD_R_1_0_0000097_Structure_0002.tiff	2785
092821c - DNP_center2 @1003 RK.tiff	092821c
2019.03.04%bothcut_OD_R_1_0_0000007_RegAvg%001.tiff	bothcut
2019.03.21%2804_OD_R_1_0_0000062%2804_OD_R_1_0_0000062_Structure_0002.tiff	2804
092221c - Saline_center2 @1016 RW.tiff	092221c
2019.03.26%2802_OD_R_1_0_0000198_RegAvg%004.tiff	2802
033021d DNP_Center 2@1051 RK bab.tiff	033021d
061521d_center 2@1046 RW.tiff	061521d
071221b_Center1 @1044 RK.tiff	071221b
2019.03.07%2731_OD_R_1_0_0000079_RegAvg%003.tiff	2731
2019.05.31%2784_OD_R_1_0_0000067%2784_OD_R_1_0_0000067_Structure_0002.tiff	2784
D090920_Center#1 @ 1102 am CG RK.tiff	D090920
2019.08.16%2940_OS_R_1_0_0000082_RegAvg%003.tiff	2940
2019.02.21%2742_OD_R_1_0_0000007_RegAvg%003.tiff	2742
2019.03.01%2740_OD_R_1_0_0000187_RegAvg%004.tiff	2740
060121e_center @1128 RW bab.tiff	060121e
2019.08.14%2940_OD_R_1_0_0000007_RegAvg%001.tiff	2940
A102820 -WT male - #977_center 1 @903 RK RK.tiff	A102820
060821a saline_center2@928 RK.tiff	060821a
2019.02.26%2737_OS_R_1_0_0000130_RegAvg%002.tiff	2737
101221d - female_center2 @1059 RK.tiff	101221d
2019.04.07%wt1_OS_R_1_0_0000124%003.tiff	wt1
2019.08.15%2942_OD_R_1_0_0000037_RegAvg%001.tiff	2942
2019.03.07%bothcut_OD_R_1_0_0000079_RegAvg%002.tiff	bothcut
2019.04.06%wt5_OS_R_1_0_0000094%wt5_OS_R_1_0_0000094_Structure_0001.tiff	wt5
2019.02.22%2740_OD_R_1_0_0000043_RegAvg%004.tiff	2740
2019.10.23%509_OD_R_1_0_0000097_RegAvg%001.tiff	509
2019.08.19%2942_OD_R_1_0_0000097_RegAvg%003.tiff	2942
060221c -TGN-020_center1 @1029 RW.tiff	060221c
2019.10.18%2932_OD_R_1_0_0000037_RegAvg%001.tiff	2932
110220a_Center OS #2 -RW RK.tiff	110220a
2019.02.25%2741_OS_R_1_0_0000099_RegAvg%004.tiff	2741
2019.02.21%2739_OS_R_1_0_0000022_RegAvg%004.tiff	2739
2019.02.21%2737_OD_R_1_0_0000007_RegAvg%003.tiff	2737
081321b sildenafil_Center1@1020 RK.tiff	081321b
120920b-KO-115217  MM_center 1@915 RK RW.tiff	120920b
2019.08.16%2941_OD_R_1_0_0000067_RegAvg%001.tiff	2941
2019.05.30%2783_OS_R_1_0_0000052%2783_OS_R_1_0_0000052_Structure_0004.tiff	2783
2019.10.23%510_OD_R_1_0_0000097_RegAvg%003.tiff	510
2019.03.21%2800_OD_R_1_0_0000062%002.tiff	2800
2019.03.14%wt1_OD_R_1_0_0000007_RegAvg%001.tiff	wt1
